ticker,asset_class,status,n_rows,start,end,long_total_return,long_annual_return,long_annual_vol,long_sharpe,long_max_dd,mom_total_return,mom_annual_return,mom_annual_vol,mom_sharpe,mom_max_dd,mr_total_return,mr_annual_return,mr_annual_vol,mr_sharpe,mr_max_dd
SPY,SP500 ETF,ok,2514.0,2015-01-05,2024-12-30,2.4708171291294367,0.1328493362380898,0.17622202977517845,0.7861113722088272,-0.3371726908168128,1.51627549406507,0.09691118556690848,0.10533732188818778,0.9310564048142591,-0.1333628130815126,0.49448510941033685,0.04109606261015286,0.06514387518555523,0.6503438769303511,-0.08187509365998531
AAPL,Equity,ok,2514.0,2015-01-05,2024-12-30,9.65876733537528,0.2676984939021634,0.28466256190912176,0.9659027417285995,-0.3851592067003271,6.341922953002683,0.22120231653819267,0.18648545125095609,1.164804534781488,-0.2542233548892417,0.06073024732609489,0.005927326866451477,0.10253460321093384,0.10803467145751047,-0.2478347918703618
GOOGL,Equity,ok,2514.0,2015-01-05,2024-12-30,6.389721783580996,0.22199694057557262,0.2847359169123535,0.8395874524822003,-0.44320061499147023,1.1205639446137332,0.07825889452844037,0.2086729373559999,0.4648731043826333,-0.4093345776710275,0.6305100392817158,0.05022661870222933,0.11101312835554536,0.4976658962212626,-0.21373096116358914
EURUSD=X,Forex,ok,2604.0,2015-01-02,2024-12-30,-0.13731318411229032,-0.014192219786486437,0.0789496475919501,-0.1425133375945057,-0.23291887408570588,-0.1142694606871939,-0.011674145332339236,0.053595406375037284,-0.19229071608831597,-0.22430424234013932,0.013369023288447357,0.0012860307273085958,0.02731133461006674,0.060719392712448146,-0.0530404815485685
GC=F,Commodity (Gold),ok,2511.0,2015-01-05,2024-12-30,1.1647147145169034,0.08058835296031508,0.14684616821730995,0.6115426366179645,-0.20872529913324966,-0.11034496930695603,-0.011665481519920862,0.11289960544567998,-0.047389462879302194,-0.2724856151481951,-0.1700532840289828,-0.01853231076991435,0.048425277108864365,-0.36212257491972477,-0.2086462346669052
CL=F,Commodity (Oil),empty,,,,,,,,,,,,,,,,,,
BTC-USD,Crypto,ok,3651.0,2015-01-02,2024-12-30,293.07554512662347,0.48039779424683116,0.5759285125261591,0.972333288732272,-0.8339900882218957,677.8841520732828,0.5683996136507425,0.4059795946067696,1.3101819772480041,-0.5140961064564691,-0.8690378394406443,-0.13091255590343132,0.25002495352554954,-0.4323697094807933,-0.8951700223750428
ETH-USD,Crypto,empty,,,,,,,,,,,,,,,,,,
