asset,strategy,horizon,vol_window,target_vol,max_leverage,annual_return,annual_vol,sharpe,max_drawdown,n_trades,total_cost,time_in_market
SPY,momentum_vol_target,50,20.0,0.15,1.5,0.1017720161513036,0.11893521564496805,0.8746627040953728,-0.19053645585974077,1184,0.08264695103836717,0.7450278440731901
SPY,momentum_vol_target,50,20.0,0.15,2.0,0.12514516862006886,0.12691576608303948,0.9928494768763955,-0.19173515728990345,1587,0.10095239966238012,0.7450278440731901
SPY,momentum_vol_target,50,20.0,0.2,1.0,0.07137981466621723,0.10715395019971538,0.6972817484704409,-0.18927423250880096,280,0.0575195888751599,0.7450278440731901
SPY,momentum_vol_target,50,20.0,0.2,1.5,0.10489686841838486,0.14005766159195554,0.7826455995165755,-0.21994535274668764,731,0.08487435030169385,0.7450278440731901
SPY,momentum_vol_target,50,20.0,0.2,2.0,0.13434590637565957,0.15858028752662406,0.8746627040953728,-0.24889524520468911,1184,0.11019593471782288,0.7450278440731901
SPY,momentum_vol_target,50,60.0,0.1,1.0,0.055042091771037915,0.07909493539557035,0.7171444429141681,-0.13038409831350792,1427,0.04711060886974057,0.7450278440731901
SPY,momentum_vol_target,50,60.0,0.1,1.5,0.06583797125611279,0.083557885532579,0.8050538754624096,-0.13274251305775547,1855,0.05185418755412245,0.7450278440731901
SPY,momentum_vol_target,50,60.0,0.1,2.0,0.06802785726199234,0.08409699984867314,0.8248384012011085,-0.13274251305775547,1922,0.05289304069493572,0.7450278440731901
SPY,momentum_vol_target,50,60.0,0.15,1.0,0.06386735658136433,0.09896724087854127,0.675292618909128,-0.1594353860126816,664,0.054083016467330644,0.7450278440731901
SPY,momentum_vol_target,50,60.0,0.15,1.5,0.08112733046622367,0.11864240309335551,0.7171444429141681,-0.1914563259535709,1427,0.07066591330461085,0.7450278440731901
SPY,momentum_vol_target,50,60.0,0.15,2.0,0.09311678269911061,0.12412955861131218,0.7797009073483665,-0.1947655680218677,1695,0.07515666307786033,0.7450278440731901
SPY,momentum_vol_target,50,60.0,0.2,1.0,0.06561927476708695,0.10554379899898592,0.6552132034154675,-0.19545552217733198,323,0.05653657100398897,0.7450278440731901
SPY,momentum_vol_target,50,60.0,0.2,1.5,0.08992905269158014,0.1416169636943495,0.6793510200828378,-0.21456929146704143,839,0.07848490428899796,0.7450278440731901
SPY,momentum_vol_target,50,60.0,0.2,2.0,0.10610008684878669,0.1581898707911407,0.7171444429141681,-0.24973728497744477,1427,0.09422121773948114,0.7450278440731901
SPY,momentum_vol_target,50,120.0,0.1,1.0,0.04863686944404799,0.07491570805715823,0.6715692542421021,-0.1206247608531093,1564,0.04120090356633489,0.7450278440731901
SPY,momentum_vol_target,50,120.0,0.1,1.5,0.056074702751618855,0.07824820738208234,0.7365825864011638,-0.12377827569546129,1826,0.04309244972046596,0.7450278440731901
SPY,momentum_vol_target,50,120.0,0.1,2.0,0.056332641758504165,0.07830226311524213,0.739247304383094,-0.12377827569546065,1865,0.04328680868372263,0.7450278440731901
SPY,momentum_vol_target,50,120.0,0.15,1.0,0.06297692548303813,0.09450948023688806,0.6937023239621869,-0.16320235963527507,749,0.05026006252672793,0.7450278440731901
SPY,momentum_vol_target,50,120.0,0.15,1.5,0.07155399357020897,0.11237356208573734,0.6715692542421021,-0.1776643184788894,1564,0.06180135534950234,0.7450278440731901
SPY,momentum_vol_target,50,120.0,0.15,2.0,0.07969119315227569,0.11653328611499997,0.7166468740811587,-0.1796849413836539,1694,0.06349985881239331,0.7450278440731901
SPY,momentum_vol_target,50,120.0,0.2,1.0,0.06444364905035127,0.10246193394301972,0.6609958898345549,-0.1970338186930859,356,0.053610582914588145,0.7450278440731901
SPY,momentum_vol_target,50,120.0,0.2,1.5,0.08823008196904181,0.13578644100106352,0.6910435163929463,-0.2190095622122789,963,0.07249546154473277,0.7450278440731901
SPY,momentum_vol_target,50,120.0,0.2,2.0,0.0934083629178597,0.14983141611431647,0.6715692542421021,-0.23244269211743537,1564,0.08240180713266979,0.7450278440731901
BTC-USD,momentum_classic,10,,,,0.491479760600096,0.40377814867300466,1.1898506486375093,-0.6159582586878122,496,0.24800000000000003,0.5699808271706381
BTC-USD,momentum_classic,20,,,,0.5506151129751391,0.4060625062508948,1.2818678881465264,-0.5263076020210874,330,0.165,0.577376061353054
BTC-USD,momentum_classic,50,,,,0.4883120258055591,0.4392050570911967,1.1242349957353905,-0.7696451142394324,197,0.0985,0.6014790468364831
BTC-USD,momentum_vol_target,10,20.0,0.1,1.0,0.1216003565733883,0.07793731727280127,1.5115987491265808,-0.16278513071285836,2327,0.07538272065235388,0.5699808271706381
BTC-USD,momentum_vol_target,10,20.0,0.1,1.5,0.12182294630576607,0.07796667435810173,1.5136048368288268,-0.16278513071285824,2329,0.07575921703317802,0.5699808271706381
BTC-USD,momentum_vol_target,10,20.0,0.1,2.0,0.12182294630576607,0.07796667435810173,1.5136048368288268,-0.16278513071285824,2329,0.07575921703317802,0.5699808271706381
BTC-USD,momentum_vol_target,10,20.0,0.15,1.0,0.18193415565180593,0.11624601144089589,1.4962515549052084,-0.23581759312800155,2281,0.11075243985473598,0.5699808271706381
BTC-USD,momentum_vol_target,10,20.0,0.15,1.5,0.18513419494606853,0.1169059759092019,1.511598749126581,-0.23581759312800263,2327,0.1130740809785308,0.5699808271706381
BTC-USD,momentum_vol_target,10,20.0,0.15,2.0,0.185484969667159,0.11695001153715259,1.5136048368288268,-0.23581759312800157,2329,0.11363882554976704,0.5699808271706381
BTC-USD,momentum_vol_target,10,20.0,0.2,1.0,0.24104250735437072,0.15362740536877542,1.4826534847315023,-0.3014843788438647,2205,0.141245457655027,0.5699808271706381
BTC-USD,momentum_vol_target,10,20.0,0.2,1.5,0.24767825463997495,0.15540878817108014,1.501751166239547,-0.30361507745515787,2296,0.1488110217588946,0.5699808271706381
BTC-USD,momentum_vol_target,10,20.0,0.2,2.0,0.2503776871618384,0.15587463454560255,1.5115987491265808,-0.30361507745515787,2327,0.15076544130470776,0.5699808271706381
BTC-USD,momentum_vol_target,10,60.0,0.1,1.0,0.11120709320521582,0.07764890051821491,1.3969497689928994,-0.1573420369553665,2300,0.05617726536093263,0.5699808271706381
BTC-USD,momentum_vol_target,10,60.0,0.1,1.5,0.11120709320521582,0.07764890051821491,1.3969497689928994,-0.1573420369553665,2300,0.05617726536093263,0.5699808271706381
BTC-USD,momentum_vol_target,10,60.0,0.1,2.0,0.11120709320521582,0.07764890051821491,1.3969497689928994,-0.1573420369553665,2300,0.05617726536093263,0.5699808271706381
BTC-USD,momentum_vol_target,10,60.0,0.15,1.0,0.1687269754253835,0.11647335077732235,1.3969497689928991,-0.22800581076352772,2300,0.08426589804139895,0.5699808271706381
BTC-USD,momentum_vol_target,10,60.0,0.15,1.5,0.1687269754253835,0.11647335077732235,1.3969497689928991,-0.22800581076352772,2300,0.08426589804139895,0.5699808271706381
BTC-USD,momentum_vol_target,10,60.0,0.15,2.0,0.1687269754253835,0.11647335077732235,1.3969497689928991,-0.22800581076352772,2300,0.08426589804139895,0.5699808271706381
BTC-USD,momentum_vol_target,10,60.0,0.2,1.0,0.22591925728336926,0.15501104726752685,1.3915058030426575,-0.2936864141777702,2256,0.11142379715736998,0.5699808271706381
BTC-USD,momentum_vol_target,10,60.0,0.2,1.5,0.22739098973180294,0.15529780103642982,1.3969497689928994,-0.29368641417777047,2300,0.11235453072186526,0.5699808271706381
BTC-USD,momentum_vol_target,10,60.0,0.2,2.0,0.22739098973180294,0.15529780103642982,1.3969497689928994,-0.29368641417777047,2300,0.11235453072186526,0.5699808271706381
BTC-USD,momentum_vol_target,10,120.0,0.1,1.0,0.10732976814575834,0.07639273995060111,1.3728856016201185,-0.14957932746488367,2268,0.04995907743453084,0.5699808271706381
BTC-USD,momentum_vol_target,10,120.0,0.1,1.5,0.10732976814575834,0.07639273995060111,1.3728856016201185,-0.14957932746488367,2268,0.04995907743453084,0.5699808271706381
BTC-USD,momentum_vol_target,10,120.0,0.1,2.0,0.10732976814575834,0.07639273995060111,1.3728856016201185,-0.14957932746488367,2268,0.04995907743453084,0.5699808271706381
BTC-USD,momentum_vol_target,10,120.0,0.15,1.0,0.16269975681640414,0.11458910992590166,1.3728856016201185,-0.21725201400882496,2268,0.07493861615179626,0.5699808271706381
BTC-USD,momentum_vol_target,10,120.0,0.15,1.5,0.16269975681640414,0.11458910992590166,1.3728856016201185,-0.21725201400882496,2268,0.07493861615179626,0.5699808271706381
BTC-USD,momentum_vol_target,10,120.0,0.15,2.0,0.16269975681640414,0.11458910992590166,1.3728856016201185,-0.21725201400882496,2268,0.07493861615179626,0.5699808271706381
BTC-USD,momentum_vol_target,10,120.0,0.2,1.0,0.2190759353247167,0.15278547990120223,1.3728856016201185,-0.2804597897524932,2268,0.09991815486906168,0.5699808271706381
BTC-USD,momentum_vol_target,10,120.0,0.2,1.5,0.2190759353247167,0.15278547990120223,1.3728856016201185,-0.2804597897524932,2268,0.09991815486906168,0.5699808271706381
BTC-USD,momentum_vol_target,10,120.0,0.2,2.0,0.2190759353247167,0.15278547990120223,1.3728856016201185,-0.2804597897524932,2268,0.09991815486906168,0.5699808271706381
BTC-USD,momentum_vol_target,20,20.0,0.1,1.0,0.13910666894056734,0.0788318059282129,1.6919004905036543,-0.14097644693367806,2271,0.0575377728810872,0.577376061353054
BTC-USD,momentum_vol_target,20,20.0,0.1,1.5,0.1393327329277121,0.07886067271896761,1.6938272351959969,-0.14097644693367703,2273,0.057914269261911344,0.577376061353054
BTC-USD,momentum_vol_target,20,20.0,0.1,2.0,0.1393327329277121,0.07886067271896761,1.6938272351959969,-0.14097644693367703,2273,0.057914269261911344,0.577376061353054
BTC-USD,momentum_vol_target,20,20.0,0.15,1.0,0.2096966889651113,0.11765009582050984,1.6772798933084307,-0.2052628901475349,2232,0.08324220321461304,0.577376061353054
BTC-USD,momentum_vol_target,20,20.0,0.15,1.5,0.2129183185029795,0.11824770889231932,1.6919004905036543,-0.20526289014753452,2271,0.08630665932163079,0.577376061353054
BTC-USD,momentum_vol_target,20,20.0,0.15,2.0,0.21327731673853156,0.11829100907845141,1.6938272351959966,-0.2052628901475361,2273,0.08687140389286702,0.577376061353054
BTC-USD,momentum_vol_target,20,20.0,0.2,1.0,0.27674573119144563,0.15561550443723401,1.6481306284245618,-0.26562758129440706,2161,0.10546899263657131,0.577376061353054
BTC-USD,momentum_vol_target,20,20.0,0.2,1.5,0.28701553701591354,0.15723169299297327,1.6837748587772507,-0.2656275812944074,2246,0.11234041861537945,0.577376061353054
BTC-USD,momentum_vol_target,20,20.0,0.2,2.0,0.28951410335133243,0.1576636118564258,1.6919004905036543,-0.26562758129440733,2271,0.1150755457621744,0.577376061353054
BTC-USD,momentum_vol_target,20,60.0,0.1,1.0,0.12634609768191907,0.0788706836078965,1.548180712222865,-0.1296714519186666,2250,0.038236667244580115,0.577376061353054
BTC-USD,momentum_vol_target,20,60.0,0.1,1.5,0.12634609768191907,0.0788706836078965,1.548180712222865,-0.1296714519186666,2250,0.038236667244580115,0.577376061353054
BTC-USD,momentum_vol_target,20,60.0,0.1,2.0,0.12634609768191907,0.0788706836078965,1.548180712222865,-0.1296714519186666,2250,0.038236667244580115,0.577376061353054
BTC-USD,momentum_vol_target,20,60.0,0.15,1.0,0.1925995044869595,0.11830602541184473,1.5481807122228648,-0.1892715100830716,2250,0.057355000866870176,0.577376061353054
BTC-USD,momentum_vol_target,20,60.0,0.15,1.5,0.1925995044869595,0.11830602541184473,1.5481807122228648,-0.1892715100830716,2250,0.057355000866870176,0.577376061353054
BTC-USD,momentum_vol_target,20,60.0,0.15,2.0,0.1925995044869595,0.11830602541184473,1.5481807122228648,-0.1892715100830716,2250,0.057355000866870176,0.577376061353054
BTC-USD,momentum_vol_target,20,60.0,0.2,1.0,0.2588907697195546,0.15732159018366915,1.5422547474241157,-0.24554982079812382,2202,0.07531391209362621,0.577376061353054
BTC-USD,momentum_vol_target,20,60.0,0.2,1.5,0.26080057179609684,0.157741367215793,1.548180712222865,-0.2455498207981243,2250,0.07647333448916023,0.577376061353054
BTC-USD,momentum_vol_target,20,60.0,0.2,2.0,0.26080057179609684,0.157741367215793,1.548180712222865,-0.2455498207981243,2250,0.07647333448916023,0.577376061353054
BTC-USD,momentum_vol_target,20,120.0,0.1,1.0,0.1186674887465502,0.07814534227559841,1.4742567804210391,-0.12292908539484673,2229,0.0333780745843475,0.577376061353054
BTC-USD,momentum_vol_target,20,120.0,0.1,1.5,0.1186674887465502,0.07814534227559841,1.4742567804210391,-0.12292908539484673,2229,0.0333780745843475,0.577376061353054
BTC-USD,momentum_vol_target,20,120.0,0.1,2.0,0.1186674887465502,0.07814534227559841,1.4742567804210391,-0.12292908539484673,2229,0.0333780745843475,0.577376061353054
BTC-USD,momentum_vol_target,20,120.0,0.15,1.0,0.18047581801876755,0.1172180134133976,1.4742567804210394,-0.17984173865557473,2229,0.05006711187652125,0.577376061353054
BTC-USD,momentum_vol_target,20,120.0,0.15,1.5,0.18047581801876755,0.1172180134133976,1.4742567804210394,-0.17984173865557473,2229,0.05006711187652125,0.577376061353054
BTC-USD,momentum_vol_target,20,120.0,0.15,2.0,0.18047581801876755,0.1172180134133976,1.4742567804210394,-0.17984173865557473,2229,0.05006711187652125,0.577376061353054
BTC-USD,momentum_vol_target,20,120.0,0.2,1.0,0.24381031686306143,0.15629068455119682,1.4742567804210391,-0.2338368578441453,2229,0.066756149168695,0.577376061353054
BTC-USD,momentum_vol_target,20,120.0,0.2,1.5,0.24381031686306143,0.15629068455119682,1.4742567804210391,-0.2338368578441453,2229,0.066756149168695,0.577376061353054
BTC-USD,momentum_vol_target,20,120.0,0.2,2.0,0.24381031686306143,0.15629068455119682,1.4742567804210391,-0.2338368578441453,2229,0.066756149168695,0.577376061353054
BTC-USD,momentum_vol_target,50,20.0,0.1,1.0,0.12015338876402315,0.08110612029281598,1.4397577247912987,-0.20096338834291175,2294,0.04209807819097527,0.6014790468364831
BTC-USD,momentum_vol_target,50,20.0,0.1,1.5,0.12018611419753222,0.08110794381444714,1.4400875330124234,-0.20096338834291175,2294,0.042180437642724666,0.6014790468364831
BTC-USD,momentum_vol_target,50,20.0,0.1,2.0,0.12018611419753222,0.08110794381444714,1.4400875330124234,-0.20096338834291175,2294,0.042180437642724666,0.6014790468364831
BTC-USD,momentum_vol_target,50,20.0,0.15,1.0,0.18033135729575633,0.12123908225639915,1.4283954944594757,-0.28561301370639525,2259,0.060391673204463314,0.6014790468364831
BTC-USD,momentum_vol_target,50,20.0,0.15,1.5,0.1826124245405527,0.12165918043922397,1.439757724791299,-0.2870575437973358,2294,0.06314711728646288,0.6014790468364831
BTC-USD,momentum_vol_target,50,20.0,0.15,2.0,0.18266410848992298,0.12166191572167069,1.4400875330124236,-0.2870575437973358,2294,0.063270656464087,0.6014790468364831
BTC-USD,momentum_vol_target,50,20.0,0.2,1.0,0.2364717708403843,0.16051789999290283,1.4028830037868363,-0.36015013046052624,2184,0.07565273525795424,0.6014790468364831
BTC-USD,momentum_vol_target,50,20.0,0.2,1.5,0.24485610671943636,0.1619518838575151,1.4336297062452337,-0.36429522874336795,2276,0.08184942148661306,0.6014790468364831
BTC-USD,momentum_vol_target,50,20.0,0.2,2.0,0.24650592143248096,0.16221224058563197,1.4397577247912987,-0.3646589696286183,2294,0.08419615638195053,0.6014790468364831
BTC-USD,momentum_vol_target,50,60.0,0.1,1.0,0.11881986024719882,0.08292582675453994,1.395563663872096,-0.1832630355052926,2294,0.025445314111687715,0.6014790468364831
BTC-USD,momentum_vol_target,50,60.0,0.1,1.5,0.11881986024719882,0.08292582675453994,1.395563663872096,-0.1832630355052926,2294,0.025445314111687715,0.6014790468364831
BTC-USD,momentum_vol_target,50,60.0,0.1,2.0,0.11881986024719882,0.08292582675453994,1.395563663872096,-0.1832630355052926,2294,0.025445314111687715,0.6014790468364831
BTC-USD,momentum_vol_target,50,60.0,0.15,1.0,0.18037452013550892,0.1243887401318099,1.3955636638720958,-0.2629963109819202,2294,0.038167971167531574,0.6014790468364831
BTC-USD,momentum_vol_target,50,60.0,0.15,1.5,0.18037452013550892,0.1243887401318099,1.3955636638720958,-0.2629963109819202,2294,0.038167971167531574,0.6014790468364831
BTC-USD,momentum_vol_target,50,60.0,0.15,2.0,0.18037452013550892,0.1243887401318099,1.3955636638720958,-0.2629963109819202,2294,0.038167971167531574,0.6014790468364831
BTC-USD,momentum_vol_target,50,60.0,0.2,1.0,0.24115764277829732,0.16544536037128754,1.3887128525503432,-0.33561775201569677,2233,0.050090406198794096,0.6014790468364831
BTC-USD,momentum_vol_target,50,60.0,0.2,1.5,0.24318606107120155,0.16585165350907988,1.395563663872096,-0.33561775201569666,2294,0.05089062822337543,0.6014790468364831
BTC-USD,momentum_vol_target,50,60.0,0.2,2.0,0.24318606107120155,0.16585165350907988,1.395563663872096,-0.33561775201569666,2294,0.05089062822337543,0.6014790468364831
BTC-USD,momentum_vol_target,50,120.0,0.1,1.0,0.11526349402669744,0.0828711277164879,1.3580107084584314,-0.1713047704806839,2254,0.020253851653676224,0.6014790468364831
BTC-USD,momentum_vol_target,50,120.0,0.1,1.5,0.11526349402669744,0.0828711277164879,1.3580107084584314,-0.1713047704806839,2254,0.020253851653676224,0.6014790468364831
BTC-USD,momentum_vol_target,50,120.0,0.1,2.0,0.11526349402669744,0.0828711277164879,1.3580107084584314,-0.1713047704806839,2254,0.020253851653676224,0.6014790468364831
